Sequence,Time,Acceleration,AngularVelocity,State,AltitudeChange,Impact1,Impact2,Impact3
104,10500.0,7638.9,4726.39,1,0.0,0.0,27.11,0.0
106,10700.0,8552.56,21625.77,1,0.15,0.0,29.55,0.0
108,10900.0,9798.38,17349.84,1,-0.43,11.72,31.26,0.0
110,11100.0,25243.68,10081.12,1,-0.15,0.0,58.61,0.0
112,11300.0,21913.34,6219.47,1,0.0,0.0,0.0,0.0
114,11500.0,22866.47,3604.72,1,-0.13,0.0,51.28,0.0
116,11700.0,21279.54,7026.58,1,-0.35,0.0,426.13,3.91
118,11900.0,18547.76,8279.55,1,-0.22,0.0,1000.0,19.29
120,12100.0,14140.23,4282.2,1,-0.2,0.0,0.0,0.0
122,12300.0,17709.36,1873.73,1,0.2,0.0,688.64,10.5
124,12500.0,18674.1,2033.95,1,0.0,0.0,543.1,5.62
126,12700.0,18842.54,2530.34,1,-0.22,0.0,0.0,0.0
128,12900.0,18997.18,2105.43,0,0.0,0.0,123.81,0.0
130,13100.0,19102.17,6054.15,0,0.0,0.0,714.29,10.01
132,13300.0,14657.18,5177.71,0,-0.22,0.0,0.0,0.0
134,13500.0,13385.97,6602.36,0,-0.09,0.0,872.04,15.14
136,13700.0,13231.11,7266.07,0,0.0,0.0,94.99,0.0
138,13900.0,9347.04,1706.45,0,0.0,0.0,0.0,0.0
140,14100.0,11250.75,2926.38,0,0.22,0.0,16.85,0.0
142,14300.0,11565.29,3105.94,0,0.06,0.0,122.83,0.0
144,14500.0,11729.74,2667.51,0,-0.22,0.0,964.84,15.87
146,14700.0,11137.07,2659.35,0,0.41,0.0,410.26,2.69
148,14900.0,11678.89,2266.02,0,0.22,0.0,0.0,0.0
150,15100.0,11130.61,2701.05,0,0.0,0.0,0.0,0.0
152,15300.0,11336.87,2464.77,0,0.44,0.0,0.0,0.0
154,15500.0,11768.53,2572.76,0,-0.28,0.0,15.87,0.0
156,15700.0,11726.83,2725.54,0,-0.06,0.0,0.0,0.0
158,15900.0,11536.38,2756.79,0,0.22,0.0,0.0,0.0
160,16100.0,11645.29,2467.36,0,0.15,0.0,6.59,0.0
164,16500.0,11638.82,2898.26,0,0.2,0.0,0.0,0.0
166,16700.0,11297.68,2564.84,0,-0.22,0.0,35.16,0.0
168,16900.0,11766.96,2522.92,0,-0.09,0.0,0.0,0.0
170,17100.0,11931.55,2718.65,0,0.15,0.0,0.0,0.0
172,17300.0,11550.83,2793.67,0,0.0,0.0,0.0,0.0
174,17500.0,11450.72,2454.9,0,0.17,0.0,34.43,0.0
176,17700.0,11725.16,2452.45,0,0.06,0.0,4.15,0.0
