Sequence,Time,Acceleration,AngularVelocity,State
259,52000.0,14829.7,1286.39,1
261,52400.0,15358.34,1090.21,1
263,52800.0,15361.76,1249.56,0
265,53200.0,15374.56,1251.28,0
267,53600.0,15659.96,930.59,0
271,54400.0,15837.13,1345.69,0
273,54800.0,14989.06,1096.73,0
275,55200.0,15311.5,1284.99,0
277,55600.0,15482.08,1365.92,0
280,56200.0,15338.5,1363.85,0
282,56600.0,15572.51,1287.37,0
284,57000.0,15571.38,1363.88,0
287,57600.0,15379.4,1260.65,0
289,58000.0,15564.91,1320.68,0
291,58400.0,15319.76,1368.85,0
293,58800.0,15278.09,1266.06,0
295,59200.0,15580.15,1303.37,0
297,59600.0,15344.15,1308.29,0
299,60000.0,15369.37,1299.63,0
301,60400.0,15451.46,1288.66,0
303,60800.0,15259.21,1241.3,0
305,61200.0,15306.13,1289.82,0
307,61600.0,15310.3,1286.86,0
309,62000.0,15564.75,1287.74,0
311,62400.0,15464.66,1342.47,0
313,62800.0,15459.24,1254.85,0
315,63200.0,15507.75,1298.15,0
