Sequence,Time,Acceleration,AngularVelocity,State
180,36200.0,2857.26,3670.02,0
182,36600.0,5771.51,11856.59,0
184,37000.0,3288.45,8270.88,0
186,37400.0,3486.26,5336.52,0
188,37800.0,7051.7,7187.66,0
190,38200.0,5029.7,8456.05,0
192,38600.0,5355.68,3164.19,0
194,39000.0,5751.06,11039.07,0
196,39400.0,8179.1,19736.63,0
198,39800.0,3024.06,17527.39,0
202,40600.0,1742.65,3946.83,0
204,41000.0,3428.82,10872.87,0
207,41600.0,7239.81,4759.12,0
209,42000.0,2410.56,6547.27,0
211,42400.0,4965.51,8828.21,0
213,42800.0,2165.01,15205.55,0
215,43200.0,4036.3,13433.79,0
217,43600.0,2885.71,6388.91,0
219,44000.0,5319.32,6966.67,0
221,44400.0,7942.82,3930.88,0
223,44800.0,3229.63,9792.63,0
225,45200.0,5056.51,7972.27,0
228,45800.0,9451.4,6971.66,0
230,46200.0,9805.95,9277.12,0
232,46600.0,10292.93,6447.67,0
234,47000.0,5994.01,16418.25,1
236,47400.0,3393.61,23685.6,1
238,47800.0,28484.59,3897.7,1
240,48200.0,20131.94,8368.4,1
242,48600.0,12372.28,1482.64,1
244,49000.0,13163.96,8592.62,1
246,49400.0,15211.39,6582.31,1
248,49800.0,12460.85,2780.43,1
250,50200.0,12766.48,4491.6,1
252,50600.0,11572.3,4558.27,1
254,51000.0,11603.89,3715.43,1
256,51400.0,7590.46,10393.25,1
258,51800.0,11551.64,1932.4,0
260,52200.0,12839.89,2914.19,0
263,52800.0,11721.27,903.1,0
266,53400.0,12228.05,1198.17,0
268,53800.0,12252.01,739.59,0
270,54200.0,12101.47,934.87,0
272,54600.0,12896.64,940.45,0
274,55000.0,13349.9,1140.87,0
278,55800.0,12549.51,1399.87,0
281,56400.0,12515.32,624.03,0
283,56800.0,12844.9,986.74,0
285,57200.0,13216.27,1209.61,0
287,57600.0,12636.36,994.98,0
289,58000.0,12988.95,806.9,0
291,58400.0,13479.57,1418.78,0
293,58800.0,12673.84,1385.67,0
295,59200.0,12564.06,1052.6,0
297,59600.0,13090.73,1751.04,0
299,60000.0,12943.2,1541.49,0
301,60400.0,13181.2,1571.03,0
303,60800.0,9771.74,3324.66,0
305,61200.0,12971.72,1239.44,0
307,61600.0,12570.56,1062.37,0
310,62200.0,13035.15,1145.25,0
312,62600.0,13002.5,1315.85,0
314,63000.0,13254.33,365.56,0
316,63400.0,13199.36,1064.68,0
318,63800.0,13236.57,1623.7,0
320,64200.0,13008.29,1149.65,0
322,64600.0,12751.88,1078.12,0
325,65200.0,13285.11,1507.05,0
